id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KCLANPO25N000021274,장소,관광지,20087972,모두투어,홈플러스동광주점,,60403,항공사/여행사,2917011400105750016,광주광역시,북구,두암동,,575-1,2917011400,2917066200,291702162002,동문대로,200,126.9304206,35.1793384,다라481872,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021275,장소,관광지,20087975,모두투어,홈플러스신도림점,,60403,항공사/여행사,1153010100103369984,서울특별시,구로구,신도림동,,337,1153010100,1153051000,115303000028,경인로,661,126.8882641,37.5099144,다사459458,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021276,장소,관광지,20087977,모두투어,홈플러스월드컵점,,60403,항공사/여행사,1144012500104199936,서울특별시,마포구,성산동,,420,1144012500,1144073000,114403113018,월드컵로,240,126.899029,37.5699509,다사469524,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021277,장소,관광지,20087979,모두투어,홈플러스춘천점,,60403,항공사/여행사,5111012300101409792,강원특별자치도,춘천시,퇴계동,,141,5111012300,5111066000,511103218006,김유정로,1840,127.7347946,37.8505994,라사206834,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021278,장소,관광지,20087981,모두투어,홈플러스간석점,,60403,항공사/여행사,2820010200106160128,인천광역시,남동구,간석동,,616-3,2820010200,2820055100,282002008007,경원대로,971,126.6890228,37.4690887,다사282414,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021279,장소,관광지,20087982,모두투어,홈플러스강서점,,60403,항공사/여행사,1150010200106390016,서울특별시,강서구,등촌동,,639-11,1150010200,1150052000,115003005069,화곡로,398,126.8550035,37.5586175,다사430512,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021280,장소,관광지,20087983,모두투어,홈플러스경산점,,60403,항공사/여행사,4729011700108959744,경상북도,경산시,중방동,,896,4729011700,4729051000,472903000052,경안로,288,128.7356047,35.8327658,마마116602,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021281,장소,관광지,20087985,모두투어,홈플러스김포점,,60403,항공사/여행사,4157010500106919936,경기도,김포시,감정동,,692,4157010500,4157051500,415703209114,중봉로,14,126.6984674,37.6237892,다사292585,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021282,장소,관광지,20087986,모두투어,홈플러스남대구점,,60403,항공사/여행사,2720010300109590016,대구광역시,남구,대명동,,959-1,2720010300,2720061000,272003144003,대명로,116,128.5702266,35.8390014,라마966608,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021283,장소,관광지,20087987,모두투어,스토리투어,,60403,항공사/여행사,4311410300104999936,충청북도,청주시청원구,율량동,,500-3,4311410300,4311454000,431142014003,충청대로,114,127.49503,36.6667422,다바995520,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021284,장소,관광지,20087988,모두투어,홈플러스동탄점,,60403,항공사/여행사,4159012700100980224,경기도,화성시,반송동,,98,4159012700,4159058500,415903210027,동탄중앙로,200,127.0688739,37.2025654,다사617116,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021285,장소,관광지,20087989,모두투어,홈플러스면목점,,60403,항공사/여행사,1126010100101680000,서울특별시,중랑구,면목동,,168-2,1126010100,1126055000,112603005034,사가정로,332,127.0819174,37.5805731,다사630535,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021286,장소,관광지,20087993,모두투어,홈플러스송도점,,60403,항공사/여행사,2818510600101680128,인천광역시,연수구,송도동,,168-3,2818510600,2818584000,281852152005,송도국제대로,165,126.656435,37.3800986,다사253315,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021287,장소,관광지,20087994,모두투어,홈플러스시흥점,,60403,항공사/여행사,1154510300109920000,서울특별시,금천구,시흥동,,992-47,1154510300,1154567000,115452005010,시흥대로,201,126.9010484,37.451729,다사470393,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021288,장소,관광지,20087995,모두투어,홈플러스신내점,,60403,항공사/여행사,1126010600106450048,서울특별시,중랑구,신내동,,645,1126010600,1126069000,112603106007,신내로,201,127.0937335,37.6157696,다사641574,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021289,장소,관광지,20087998,모두투어,홈플러스영통점,,60403,항공사/여행사,4111710500109940224,경기도,수원시영통구,영통동,,994-2,4111710500,4111758500,411173177007,봉영로,1576,127.0720756,37.251693,다사620170,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021290,장소,관광지,20088000,모두투어,홈플러스원주점,,60403,항공사/여행사,5113011600114530304,강원특별자치도,원주시,관설동,,1453,5113011600,5113067500,511303219054,치악로,1489,127.9673346,37.3178427,라사414244,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021291,장소,관광지,20088001,모두투어,홈플러스원천점,,60403,항공사/여행사,4111710200101770240,경기도,수원시영통구,원천동,,177-1,4111710200,4111755000,411172012012,중부대로,437,127.0635719,37.270041,다사613191,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021292,장소,관광지,20088002,모두투어,홈플러스월곡점,,60403,항공사/여행사,1129013600100460032,서울특별시,성북구,하월곡동,,46-73,1129013600,1129072500,112903005046,화랑로,76,127.0402259,37.6020664,다사594559,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021293,장소,관광지,20088003,모두투어,홈플러스진접점,,60403,항공사/여행사,4136025321102159872,경기도,남양주시,진접읍,장현리,216-1,4136025321,4136025300,413603000121,금강로,1447,127.1890283,37.7213596,다사725691,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021294,장소,관광지,20088005,모두투어,홈플러스평촌점,,60403,항공사/여행사,4117310100111090176,경기도,안양시동안구,비산동,,1109-3,4117310100,4117354600,411733183006,동안로,162,126.9508755,37.3935107,다사513328,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021295,장소,관광지,20088009,모두투어,화곡점,,60403,항공사/여행사,1150010300110750080,서울특별시,강서구,화곡동,,1075-37,1150010300,1150054000,115003115001,강서로,157,126.8407715,37.540768,다사417492,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021296,장소,관광지,20088010,모두투어,화정점,,60403,항공사/여행사,4128112300109720064,경기도,고양시덕양구,화정동,,972,4128112300,4128162200,412814376366,화신로272번길,58,126.8321477,37.6336201,다사410595,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021297,장소,관광지,20088012,모두투어,힐링투어,,60403,항공사/여행사,5121010900104590336,강원특별자치도,속초시,청호동,,459-134,5121010900,5121059000,512103223027,설악금강대교로,12,128.5956842,38.1908885,라아959217,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021298,장소,관광지,20088013,모두투어,VIP센터,,60403,항공사/여행사,1144010100104370048,서울특별시,마포구,아현동,,437-3,1144010100,1144056500,114402113001,마포대로,196,126.9562582,37.5515559,다사519503,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021299,장소,관광지,20088014,모두투어,YH여행사,,60403,항공사/여행사,3017011300103009792,대전광역시,서구,월평동,,301,3017011300,3017058800,301703166051,청사로,70,127.3712003,36.3596254,다바884180,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021300,장소,관광지,20088017,모두투어,나라관광,,60403,항공사/여행사,4728010100101440512,경상북도,문경시,점촌동,,144-7,4728010100,4728057000,472803303047,중앙로,140,128.2008972,36.5971745,라바626446,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021301,장소,관광지,20088022,모두투어,대화여행사,,60403,항공사/여행사,2671025027100170240,부산광역시,기장군,기장읍,청강리,17-3,2671025027,2671025000,267102006018,기장대로,543-2,129.220513,35.2438822,마라565956,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021302,장소,관광지,20088025,모두투어,모두여행사,,60403,항공사/여행사,4480025022106109952,충청남도,홍성군,홍성읍,대교리,611,4480025022,4480025000,448004586394,의사로72번길,6,126.672046,36.60347,다바259453,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021303,장소,관광지,20088027,모두투어,미도항공여행사,,60403,항공사/여행사,5279025021106339840,전북특별자치도,고창군,고창읍,읍내리,634-6,5279025021,5279025000,527904637146,남정1길,4,126.6969908,35.4349377,다마271157,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021304,장소,관광지,20088030,모두투어,베스트여행사,,60403,항공사/여행사,3114010500108740096,울산광역시,남구,달동,,874-7,3114010500,3114056000,311403170015,돋질로,72,129.3139835,35.5382576,마마644284,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021305,장소,관광지,20088034,모두투어,새시대여행사,,60403,항공사/여행사,4127310100107239936,경기도,안산시단원구,고잔동,,724-4,4127310100,4127353500,412733190012,광덕4로,180,126.8328213,37.3146908,다사408241,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021306,장소,관광지,20088037,모두투어,수성만촌점넥서스투어,,60403,항공사/여행사,2726010200113560064,대구광역시,수성구,만촌동,,1356-22,2726010200,2726055000,272603142047,화랑로,46,128.6333776,35.8699395,마마023643,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021307,장소,관광지,20088040,모두투어,신방통정지구점,,60403,항공사/여행사,4413111600114469888,충청남도,천안시동남구,신방동,,1447-1,4413111600,4413157000,441313249066,통정9로,31,127.1295465,36.7731176,다바669639,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021308,장소,관광지,20088046,모두투어,여행사랑,,60403,항공사/여행사,2711010200100199936,대구광역시,중구,동인동2가,,20,2711010200,2711051700,271103007001,국채보상로,641,128.600845,35.8700775,라마993642,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021309,장소,관광지,20088052,모두투어,용호점,,60403,항공사/여행사,4812313500100729856,경상남도,창원시성산구,용호동,,73-32,4812313500,4812351500,481233327038,용지로,161,128.681615,35.229494,마라075933,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021310,장소,관광지,20088065,모두투어,투어마켓,,60403,항공사/여행사,3171025331100480000,울산광역시,울주군,언양읍,서부리,48,3171025331,3171025300,317104319521,서부2길,16,129.121175,35.5650539,마마469311,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021311,장소,관광지,20088066,모두투어,투어스토리,,60403,항공사/여행사,5214012100107710464,전북특별자치도,익산시,신동,,771-2,5214012100,5214065600,521403016011,무왕로,962,126.964568,35.961246,다마517739,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021312,장소,관광지,20088069,모두투어,풍경여행사,,60403,항공사/여행사,2632010500109429760,부산광역시,북구,구포동,,943-3,2632010500,2632052000,263202006008,백양대로,1069,128.997539,35.2006131,마라363905,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021313,장소,관광지,20088073,모두투어,해피니스투어봉명점,,60403,항공사/여행사,4311311500120269824,충청북도,청주시흥덕구,봉명동,,2027,4311311500,4311375600,431134511431,봉정로66번길,64,127.4592305,36.6489388,다바963501,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021314,장소,관광지,20088802,벽파여객선매표소,,,60401,관광안내소/매표소,4690032025107399680,전라남도,진도군,고군면,벽파리,740-1,4690032025,4690032000,469004703131,벽파길,74,126.3450916,34.5396699,나라940167,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021315,장소,관광지,20091707,모두투어,중앙역점,,60403,항공사/여행사,4127310100107310080,경기도,안산시단원구,고잔동,,731-3,4127310100,4127353500,412734373328,이삭1길,19,126.8375774,37.3140766,다사413241,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021316,장소,관광지,20091708,모두투어,진투어,,60403,항공사/여행사,3011010700106780160,대전광역시,동구,판암동,,678-21,3011010700,3011055100,301103000091,옥천로,188,127.4611293,36.317538,다바965133,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021317,장소,관광지,20091709,모두투어,처인점,,60403,항공사/여행사,4146110100102540288,경기도,용인시처인구,김량장동,,254-51,4146110100,4146151000,414614409126,금령로71번길,8,127.204243,37.2356533,다사737152,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021318,장소,관광지,20091710,모두투어,청계천점,,60403,항공사/여행사,1111013500100189952,서울특별시,종로구,관철동,,19-4,1111013500,1111061500,111104100307,종로12길,18,126.985584,37.569275,다사545523,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021319,장소,관광지,20091715,모두투어,평택동점,,60403,항공사/여행사,4122011300100320256,경기도,평택시,평택동,,32-5,4122011300,4122059000,412203188118,평택2로,36,127.0901562,36.9938926,다바635884,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021320,장소,관광지,20091720,모두투어,홈플러스계산점,,60403,항공사/여행사,2824510200110609920,인천광역시,계양구,계산동,,1061,2824510200,2824561400,282453155027,오조산공원로,14,126.7359871,37.5393722,다사325491,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021321,장소,관광지,20091721,모두투어,홈플러스마산점,,60403,항공사/여행사,4812710500101510144,경상남도,창원시마산회원구,양덕동,,151-1,4812710500,4812757000,481273329020,삼호로,56,128.5857401,35.2226136,라라988924,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021322,장소,관광지,20091722,모두투어,홈플러스오산점,,60403,항공사/여행사,4137010800106100224,경기도,오산시,수청동,,610,4137010800,4137054300,413703198045,청학로,238,127.061465,37.1701659,다사610080,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021323,장소,관광지,20091723,모두투어,홈플러스서울남현점,,60403,항공사/여행사,1162010300106119936,서울특별시,관악구,남현동,,612-51,1162010300,1162063000,116202000004,과천대로,909,126.9824309,37.4714906,다사542414,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021324,장소,관광지,20091725,모두투어,홈플러스울산동구점,,60403,항공사/여행사,3117010300105769984,울산광역시,동구,일산동,,577-1,3117010300,3117052000,311702011001,방어진순환도로,637,129.427011,35.4993205,마마747243,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021325,장소,관광지,20091727,모두투어,홈플러스합정점,,60403,항공사/여행사,1144012000104899968,서울특별시,마포구,서교동,,490,1144012000,1144066000,114403113014,양화로,45,126.9131186,37.5509371,다사481503,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021326,장소,관광지,20091727,모두투어,홈플러스합정점,,60403,항공사/여행사,1144012000104899968,서울특별시,마포구,서교동,,490,1144012000,1144066000,114403113014,양화로,45,126.9131186,37.5509371,다사481503,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021327,장소,관광지,20091729,모두투어,ABC여행사,,60403,항공사/여행사,2911010500100020224,광주광역시,동구,대의동,,2,2911010500,2911052500,291104277144,서석로85번길,8-13,126.9205411,35.1503252,다라472840,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021328,장소,관광지,20091732,모두투어,논현점,,60403,항공사/여행사,1168010800101639936,서울특별시,강남구,논현동,,164-11,1168010800,1168052100,116802102001,강남대로,506,127.02343,37.507534,다사578454,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021329,장소,관광지,20091738,모두투어,성공여행사,,60403,항공사/여행사,2818510600100190208,인천광역시,연수구,송도동,,19-1,2818510600,2818583000,281852152002,아트센터대로,131,126.6378749,37.3996724,다사236337,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021330,장소,관광지,20091740,모두투어,시청점,,60403,항공사/여행사,4817011900102979584,경상남도,진주시,상대동,,298-34,4817011900,4817067300,481703332077,동진로,152-1,128.107746,35.179401,라라553872,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021331,장소,관광지,20091742,모두투어,여행매니저,,60403,항공사/여행사,4882025022102530048,경상남도,고성군,고성읍,서외리,253-23,4882025022,4882025000,488204826545,중앙로15번길,62,128.3222289,34.9770595,라라750649,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021332,장소,관광지,20092091,모두투어,여행사랑,,60403,항공사/여행사,4713010600101289984,경상북도,경주시,노동동,,129-38,4713010600,4713051500,471303303047,중앙로,36,129.2118,35.843075,마마545620,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021333,장소,관광지,20092092,모두투어,가락시장점,,60403,항공사/여행사,1171010700100800000,서울특별시,송파구,가락동,,80,1171010700,1171062000,117104169333,송파대로28길,27,127.1202884,37.4946439,다사664440,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021334,장소,관광지,20092094,모두투어,강변역점,,60403,항공사/여행사,1121510300106310016,서울특별시,광진구,구의동,,631-1,1121510300,1121587000,112154112040,광나루로56길,63,127.096229,37.5366053,다사643486,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021335,장소,관광지,20092095,모두투어,건대점,,60403,항공사/여행사,1121510500107830016,서울특별시,광진구,자양동,,783-1,1121510500,1121584000,112154112322,아차산로36길,35,127.0740778,37.5372062,다사623487,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021336,장소,관광지,20092099,모두투어,광주역점,,60403,항공사/여행사,2917010100106999808,광주광역시,북구,중흥동,,700-5,2917010100,2917051000,291703009006,제봉로,324,126.9097573,35.1634926,다라462855,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021337,장소,관광지,20092101,모두투어,군산이마트점,,60403,항공사/여행사,5213013600105900032,전북특별자치도,군산시,경암동,,590-296,5213013600,5213066000,521303268010,구암3.1로,137,126.7346943,35.9824589,다마310764,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021338,장소,관광지,20092103,모두투어,덕소점,,60403,항공사/여행사,4136025021104620032,경기도,남양주시,와부읍,덕소리,462-50,4136025021,4136025000,413603197017,덕소로,73,127.2117561,37.5874088,다사745542,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021339,장소,관광지,20092105,모두투어,마두역점,,60403,항공사/여행사,4128510400108950016,경기도,고양시일산동구,장항동,,895,4128510400,4128559000,412853192094,중앙로,1171,126.7775384,37.651396,다사362615,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021340,장소,관광지,20092107,모두투어,명동역점,,60403,항공사/여행사,1114012500100600064,서울특별시,중구,충무로2가,,60-3,1114012500,1114055000,111402100001,삼일대로,299,126.9884781,37.5615873,다사548514,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021341,장소,관광지,20092110,모두투어,반지동대동코아점,,60403,항공사/여행사,4812312400100230144,경상남도,창원시성산구,반지동,,23,4812312400,4812351000,481233328034,창원천로,288,128.6695691,35.2453999,마라064950,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021342,장소,관광지,20092111,모두투어,방학점,,60403,항공사/여행사,1132010600107069952,서울특별시,도봉구,방학동,,707-7,1132010600,1132069000,113203005039,도봉로,678,127.0432307,37.6650049,다사597629,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021343,장소,관광지,20092119,모두투어,성남세이브존점,,60403,항공사/여행사,4113313200100230144,경기도,성남시중원구,중앙동,,23,4113313200,4113352500,411332179002,산성대로,362,127.1565277,37.4443648,다사696384,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021344,장소,관광지,20092121,모두투어,세종빌딩점,,60403,항공사/여행사,1111012000102380032,서울특별시,종로구,신문로1가,,238,1111012000,1111053000,111104100158,새문안로3길,12,126.9729902,37.5713463,다사534525,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021345,장소,관광지,20092123,모두투어,아산점,,60403,항공사/여행사,4420010100115999744,충청남도,아산시,온천동,,1600,4420010100,4420057000,442003253047,시민로,459,127.0012732,36.7895219,다바555658,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021346,장소,관광지,20092124,모두투어,안락점,,60403,항공사/여행사,2626010200107509760,부산광역시,동래구,안락동,,751-7,2626010200,2626074000,262602006006,충렬대로,354,129.097186,35.197699,마라454903,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021347,장소,관광지,20092127,모두투어,여행나라여행사,,60403,항공사/여행사,4812312700100759552,경상남도,창원시성산구,상남동,,76-1,4812312700,4812353000,481234784232,중앙대로100번길,14,128.6810464,35.2224696,마라074925,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021348,장소,관광지,20092130,모두투어,예약센터,,60403,항공사/여행사,1144012500102920064,서울특별시,마포구,성산동,,292-1,1144012500,1144072000,114403113018,월드컵로,106,126.908712,37.5579766,다사477511,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021349,장소,관광지,20092131,모두투어,오산역점,,60403,항공사/여행사,4137010100108810240,경기도,오산시,오산동,,881-9,4137010100,4137052300,413703198029,역광장로,46,127.067706,37.1447131,다사616051,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021350,장소,관광지,20092132,모두투어,올림픽공원점,,60403,항공사/여행사,1171011100100890112,서울특별시,송파구,방이동,,89-11,1171011100,1171056600,117102000006,양재대로,1222,127.1328082,37.5159867,다사675463,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021351,장소,관광지,20092135,모두투어,위시티점,,60403,항공사/여행사,4128510100106699776,경기도,고양시일산동구,식사동,,670-27,4128510100,4128551000,412853193057,위시티로,81,126.8114314,37.6792307,다사392646,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021352,장소,관광지,20092136,모두투어,은행사거리점,,60403,항공사/여행사,1135010600103600000,서울특별시,노원구,중계동,,360-2,1135010600,1135062100,113503110007,중계로,225,127.0749853,37.650384,다사625612,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021353,장소,관광지,20092141,모두투어,이마트용산역점,,60403,항공사/여행사,1117012800100401024,서울특별시,용산구,한강로3가,,40-999,1117012800,1117062500,111704106418,한강대로23길,55,126.9640047,37.5298147,다사526479,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021354,장소,관광지,20092633,토성해외국내여행사,,,60403,항공사/여행사,4825010600110829568,경상남도,김해시,구산동,,1083-8,4825010600,4825055000,482502335001,김해대로,1960-1,128.867234,35.252015,마라243960,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021355,장소,관광지,20092936,제로쿨항공여행사,,,60403,항공사/여행사,3611025030102349824,세종특별자치시,,조치원읍,죽림리,235-1,3611025030,3611025000,361103258034,충현로,40,127.2987229,36.5927532,다바819439,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021356,장소,관광지,20092964,투어스토리,,,60403,항공사/여행사,4111113600108939776,경기도,수원시장안구,조원동,,894,4111113600,4111159800,411112012008,경수대로,940,127.0081074,37.3032182,다사564228,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021357,장소,관광지,20092983,씨스카이투어,,,60403,항공사/여행사,2638010800100389888,부산광역시,사하구,감천동,,39,2638010800,2638062000,263803006004,감천로,142,129.0064399,35.0861502,마라373778,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021358,장소,관광지,20093759,주그린여행사,,,60403,항공사/여행사,2911011300101130240,광주광역시,동구,광산동,,113,2911011300,2911065500,291103159006,문화전당로,38,126.9200788,35.1464102,다라471836,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021359,장소,관광지,20109779,투어이슈,,,60403,항공사/여행사,2623010300104739840,부산광역시,부산진구,부전동,,474-80,2623010300,2623051000,262303129026,서면문화로,27,129.0555966,35.1594348,마라416860,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021360,장소,관광지,20109781,삼국여행사,,,60403,항공사/여행사,5211313900106890240,전북특별자치도,전주시덕진구,여의동2가,,689-4,5211313900,5211366500,521134601442,쪽구름2길,4,127.0757606,35.8731467,다마617641,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021361,장소,관광지,20109785,미래지방자치연수원,,,60403,항공사/여행사,2714010200100890112,대구광역시,동구,신천동,,89-6,2714010200,2714057000,271403007004,동대구로,489,128.6248205,35.8742085,마마015647,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021362,장소,관광지,20109786,프리투어,,,60403,항공사/여행사,2611011800100199936,부산광역시,중구,대청동3가,,20,2611011800,2611053000,261103125010,대청로,80,129.0285831,35.102782,마라393796,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021363,장소,관광지,20109788,풍경이야기,,,60403,항공사/여행사,1147010100108969984,서울특별시,양천구,신정동,,897-5,1147010100,1147065000,114702005008,국회대로,252,126.8630526,37.5292673,다사437479,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021364,장소,관광지,20109789,커뮤니티월드,,,60403,항공사/여행사,4113510700103419904,경기도,성남시분당구,야탑동,,342-1,4113510700,4113562000,411353180048,장미로,42,127.125512,37.4134797,다사668349,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021365,장소,관광지,20109790,히든투어,,,60403,항공사/여행사,1147010200106050048,서울특별시,양천구,목동,,605-4,1147010200,1147053000,114702005007,공항대로,538,126.8655886,37.550268,다사439502,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021366,장소,관광지,20109796,하나투어,,,60403,항공사/여행사,1138010100100749952,서울특별시,은평구,수색동,,75,1138010100,1138065000,113803005054,수색로,217,126.8987247,37.5796243,다사469535,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000021367,장소,관광지,20109797,페어코리아,,,60403,항공사/여행사,1165010800113370112,서울특별시,서초구,서초동,,1337-6,1165010800,1165052000,116504163025,강남대로51길,10,127.0292758,37.4912815,다사583436,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
